CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label
-0.7510496,-1.5688932,-0.60214794,2.255275,-0.6766491,-1.037052,-0.695131,0.31784537,2.3634362,1.8197455,0.88755065,1.6784608,-1.6239283,CD11bhi Monocyte
0.33757246,-1.0882657,-0.5426604,2.5374131,-0.05972538,-0.7121018,0.6921379,-0.6807283,2.2674065,2.401306,1.0288659,1.5483825,-0.8244486,CD11bhi Monocyte
0.9371643,-0.45312652,-0.40244797,1.4412539,0.74716794,-0.058513485,1.171676,-0.7676905,2.822763,0.6748644,1.230367,0.47699258,-0.60369325,CD11bhi Monocyte
-0.51113796,-0.6821321,-0.052918777,1.6927854,-0.81486857,-0.94109565,0.98230654,-0.44142342,1.9606714,0.65936595,0.61162615,1.6984609,-0.69978476,CD11bhi Monocyte
0.41398337,0.40313742,-0.5306387,1.9353086,-0.9929237,0.2724579,-0.03535762,-0.75946116,1.7060977,1.0172716,2.0639625,-0.37317744,-0.9291483,CD11bhi Monocyte
-0.27892715,-0.4935199,-0.5783461,2.5949185,0.03040588,-0.9420898,-0.37970912,-0.8062883,2.3931606,0.7841698,0.84140927,-0.36299124,-1.0143347,CD11bhi Monocyte
0.7956798,-1.4376285,-0.19509535,2.6351187,0.66675234,-0.50304633,2.1612966,-0.32436916,2.496289,2.1699457,1.2624123,0.121524796,-0.75515485,CD11bhi Monocyte
0.9164467,-0.5972756,0.08576151,3.1376696,0.76148236,0.12916034,0.09875068,0.5218996,2.6320436,1.3701954,1.2768792,0.32259327,-0.7436751,CD11bhi Monocyte
-1.8652629,-1.2928512,-0.87387115,1.6053374,-0.8660114,-0.08579963,-0.4093496,-0.7957297,1.8460286,0.6219498,0.21128695,-0.09728169,-1.5467206,CD11bhi Monocyte
1.0992265,-0.62100405,-0.8655324,2.7704816,0.5038035,-0.29777154,1.2090577,-0.6933458,2.6197648,2.6470919,1.021549,2.138626,-1.6710649,CD11bhi Monocyte
-0.13982902,-0.5936232,-0.5898945,1.8016787,0.03472411,-0.9172719,-0.79378283,-0.7746152,2.378041,1.6609561,0.6397953,-0.018142132,-0.91403186,CD11bhi Monocyte
0.22071302,-1.4194685,-0.47986877,1.444028,0.44111934,-1.5684494,1.5139594,-0.8018213,2.3984404,1.9653207,0.7676897,-0.55824625,-1.8166269,CD11bhi Monocyte
-0.1293269,-0.18298398,0.6045461,2.6303809,0.29203695,-1.2991041,-0.6528207,-0.40822202,1.9609569,0.6944517,0.88984555,-0.83158714,-0.5735848,CD11bhi Monocyte
-0.6875633,0.0568552,-0.5551601,2.2048335,0.4593823,-1.5350461,-0.41010973,1.016284,2.4986124,1.5038244,0.45575738,1.8533105,-1.8473829,CD11bhi Monocyte
0.4764215,-1.4753307,-0.58632994,2.2502189,0.16296664,-0.9588445,1.1504298,-0.74286985,2.453363,0.1323327,0.72706217,2.2691426,-1.1976252,CD11bhi Monocyte
-0.21280065,-1.2899419,-0.57108355,2.2341821,-0.61418897,-0.6125083,0.78778076,-0.7781071,2.2515697,1.1677053,0.9043437,-0.46773666,-1.5691612,CD11bhi Monocyte
0.51250947,-1.1836944,-0.48422715,2.9885929,-0.37317672,-0.16857229,0.2914308,0.37271878,2.5922723,-0.64664596,1.2810309,1.669208,-2.1562378,CD11bhi Monocyte
1.788925,-1.1640202,-0.55079883,2.473068,1.1025615,0.679286,-0.67236406,0.73234427,2.4669714,2.7037005,0.3827129,1.3716673,-2.1020489,CD11bhi Monocyte
0.20696677,-0.7827919,-0.6978523,2.3945768,0.099324584,-0.7094943,-0.20945433,-0.7013229,2.1375792,0.4938838,0.83821255,0.16070223,-1.3194462,CD11bhi Monocyte
-1.9695477,-1.816321,-0.5673008,1.6526701,0.29131904,-0.91065097,-0.32918254,-0.76464415,1.9385493,1.457098,1.3907323,0.36708805,-1.6722355,CD11bhi Monocyte
-0.026531694,-0.3764524,-0.6870697,1.9201374,-0.100657605,-1.0592068,-0.6865972,-0.54275274,1.7670742,-0.3114214,1.4749633,0.2596652,-1.6003686,CD11bhi Monocyte
-1.1553125,-0.87348366,-0.4292008,1.464032,-0.11602029,-0.82833433,-0.85579836,-0.34955132,2.1852438,0.11893131,1.2218968,1.2477525,-0.73507464,CD11bhi Monocyte
1.1253201,-0.82205194,-0.5387212,3.2707891,0.3817948,-0.72724676,0.1914944,-0.6647581,2.7287316,1.5585436,1.3966991,0.2543614,-1.3550589,CD11bhi Monocyte
0.58079237,0.0060565085,-0.5677962,2.8638883,0.7121954,-0.99302775,-0.7164535,-0.81404877,2.4584484,2.7884908,0.9012603,0.99351025,-0.5433911,CD11bhi Monocyte
-0.6143695,-1.1926547,-0.54849166,1.6837405,-0.23082447,-0.6001722,-0.3958284,-0.20166613,2.411196,1.0889124,1.4476947,0.9829116,-0.930403,CD11bhi Monocyte
0.37394908,-0.741082,-0.15927863,2.4063966,0.27945453,-0.88708323,0.3420887,-0.024639783,2.5163743,1.2918732,0.456333,0.7808177,-1.551398,CD11bhi Monocyte
-0.5282409,-1.6036012,-0.26933277,1.5005473,0.5280825,-0.32854298,-1.3693815,-0.7358679,2.3692744,1.4382589,0.8103318,2.6387088,-0.69701874,CD11bhi Monocyte
-1.3938127,-0.5718045,-0.6236275,1.9970838,0.1919923,-0.7616281,-0.4332574,-0.6902555,1.8327805,1.6078382,0.901394,-0.42432043,-0.58255744,CD11bhi Monocyte
0.33978412,-1.4848841,-0.5630357,3.0161788,0.5823349,-1.1041731,-0.66258526,0.0907782,2.2863889,2.1730397,0.8858201,0.11132443,-0.801056,CD11bhi Monocyte
-1.0816971,-0.98633385,-0.29322782,2.405991,0.13893443,-0.7872389,-0.41170302,-0.7964744,2.2047663,1.0666536,1.1187373,1.6212342,-0.6374964,CD11bhi Monocyte
-1.6626085,-1.702387,-0.63046,2.2841432,-0.0059719156,-0.25334913,-0.5886331,-0.76851386,1.8795234,0.5867868,0.35025835,-0.87393403,-0.8161071,CD11bhi Monocyte
-0.61301666,-0.6555062,-0.6223703,1.3613663,0.6773979,-0.6699239,-0.3187601,-0.70349413,2.4425774,1.2113402,1.4443192,0.13798578,-1.0039059,CD11bhi Monocyte
0.51729923,-0.45895514,-0.26211074,2.6505966,0.14931704,-0.13886358,0.065798596,0.37555036,2.5770261,2.1135097,1.9406973,-0.5984976,-1.8835307,CD11bhi Monocyte
0.8698395,-0.47117022,-0.34524435,2.762057,0.6303381,-0.8928762,-0.70865524,-0.7548546,2.5251744,1.4185328,0.6611588,0.65661466,-1.0055795,CD11bhi Monocyte
-0.15307029,-0.44221365,-0.14700529,2.4184144,0.47602406,-1.0088345,-0.41139972,-0.72709036,2.516028,1.7616211,0.8032328,-0.23652232,-1.232412,CD11bhi Monocyte
-0.47891712,-0.7111193,-0.39159015,1.9638698,0.5957806,-0.871036,0.23424464,-0.68757105,2.3087962,1.2141821,1.1001619,-0.04153329,-0.66155213,CD11bhi Monocyte
0.18298796,-1.7228101,-0.30835846,1.7245888,0.99216753,-0.884125,0.40084755,-0.7186554,1.9845388,1.4988312,0.76577204,-1.0555626,-1.4401113,CD11bhi Monocyte
0.5672829,-0.9228256,0.092633955,2.1618516,0.18932678,-0.350195,-0.7134073,-1.1740088,2.4836187,0.51896423,0.8299222,1.6793413,-1.0660514,CD11bhi Monocyte
-0.16488466,-0.5329719,-0.51154697,2.3234115,0.72313994,-1.1679548,0.7872487,-0.80261433,2.5960453,2.0256002,0.5427536,0.2704967,-0.6668661,CD11bhi Monocyte
-0.09240093,-1.3017116,-0.5989945,2.362564,-0.028737992,-0.81788135,-1.1309533,-0.21223289,1.9510028,0.6106183,0.48566464,-0.9814207,-1.0047756,CD11bhi Monocyte
-1.1735421,-0.75527,-0.47448787,2.0112317,0.36258245,-0.9531274,-0.2761886,-0.543096,2.184521,0.41163498,1.1384039,0.17056641,-1.2443727,CD11bhi Monocyte
0.6519154,0.6180918,-0.58985764,1.4260497,0.5983378,-0.65233165,1.296627,-0.41712776,2.288155,-0.47815958,1.0385919,0.48453966,-1.17269,CD11bhi Monocyte
0.34072992,0.43463394,-0.40091553,1.9776886,0.6744325,-0.37629077,-0.73134345,0.28144056,2.5165927,1.215775,1.2327185,3.067283,-1.0975599,CD11bhi Monocyte
-0.11138117,-1.0059566,-0.45556232,1.9581501,0.047557097,-0.6725105,0.67457163,-0.38355953,2.5080612,0.6043216,1.303869,1.3244936,-1.5627195,CD11bhi Monocyte
0.5841648,0.1744059,-0.5143227,2.565088,0.38026473,-0.927017,1.7228023,-0.69429845,2.4005861,0.601251,0.9796415,0.68379736,-1.0179188,CD11bhi Monocyte
0.51710546,-0.30176473,0.57681566,2.7844343,0.47188884,0.1377788,0.78549397,-0.68708545,2.5703278,1.6221633,1.0931553,-0.46424016,-1.831962,CD11bhi Monocyte
-0.0502976,-0.47115445,0.57956773,2.3376822,0.5997342,-0.54999614,-0.61709934,-0.7666054,2.2980628,1.4267061,0.77884537,-0.9290575,-1.0578904,CD11bhi Monocyte
-1.0317731,-1.3976222,-0.50650334,2.4099627,-1.0485572,-0.7266754,-0.10540152,0.09998076,1.8410641,0.34453905,0.68526506,0.35877237,-2.0115218,CD11bhi Monocyte
0.23809986,-0.89216983,0.3500748,1.4002331,0.5345792,-0.14191554,-0.69117385,0.29869393,2.452377,1.1684119,1.0320094,0.336709,-1.3090857,CD11bhi Monocyte
-0.099322505,-1.223799,-0.4156186,2.0644052,0.24552563,-0.30141786,-0.66520584,-0.80358773,2.466649,0.7700211,0.5386874,1.6353171,-1.1842806,CD11bhi Monocyte
0.439183,-0.40421164,-0.45749494,2.4478362,-0.031122744,-0.9309688,0.51452094,0.5146645,2.4166572,-0.7383721,1.4701252,1.5912994,-0.8671374,CD11bhi Monocyte
0.14881547,-0.6866221,-0.49680862,2.2955282,-0.098511115,-0.80592227,0.2127053,-0.80630124,2.4129086,1.0952669,-0.17847858,2.2923665,-1.4134555,CD11bhi Monocyte
0.9406916,-0.32814974,-0.4947792,2.2184632,0.20080088,-0.14294106,-0.13622491,-0.4099247,2.5445504,1.284549,1.3928986,-0.12184608,-2.0446718,CD11bhi Monocyte
0.71642053,-1.268525,0.06788915,3.0362198,0.3183696,-0.66330594,-0.7843913,-0.735226,2.1588135,0.9632394,0.37626597,1.5024724,-1.1343291,CD11bhi Monocyte
0.5633598,-0.08632996,0.55513096,2.0392325,0.31030956,-0.15957361,-0.69646,1.145326,2.4425766,-0.41214892,1.6318194,-0.7296826,-0.92067254,CD11bhi Monocyte
0.4455054,-0.38293064,-0.59856194,2.686867,-0.30058008,-0.2853854,-0.36183265,-0.79936725,2.3267858,1.2816719,0.7154468,-0.40119272,-0.5921126,CD11bhi Monocyte
0.18915412,-1.3259132,-0.5052497,2.0548108,0.19288409,-1.1709492,1.7296314,-0.7955423,2.4663806,0.8238688,0.40391007,1.9902315,-0.58210206,CD11bhi Monocyte
0.6901243,-1.6868842,-0.35471153,1.8792272,0.3183211,-0.56075615,1.8478203,-0.119252525,2.4000669,1.697895,0.5099764,1.1727206,-0.5989809,CD11bhi Monocyte
-1.0117939,-1.40334,-0.4396018,1.9566773,-0.26922318,-0.93143094,0.9007844,-0.4553245,2.232556,-0.6371648,1.0328246,-0.54148626,-1.560839,CD11bhi Monocyte
0.3269598,-1.4537072,-0.555127,2.054826,0.6344564,-0.7806566,1.9469692,0.2550815,2.7716227,0.39078194,0.8885238,-0.7499123,-1.588202,CD11bhi Monocyte
-0.86490643,-0.39967504,-0.48198578,2.6695478,-1.0326115,-0.15462837,0.7726379,-0.8673792,2.3150356,1.0908518,0.8325746,1.39228,-2.0673969,CD11bhi Monocyte
-0.27858388,-1.2836362,-0.4952102,2.5692925,0.2020467,-0.75143784,-0.45450395,-0.60018104,2.3001146,1.5594966,0.9315505,0.20320977,-1.9302328,CD11bhi Monocyte
0.5016457,-0.75946987,-0.25099027,2.40322,0.8109151,-0.8983745,-0.82381546,0.82598495,2.3858316,1.3117805,1.1372601,2.4361136,-1.3854324,CD11bhi Monocyte
-0.00083528314,-1.262752,-0.7149698,2.4605565,-0.2341099,-0.47938123,0.073508814,-0.7165947,2.3274586,1.5192626,0.6560496,-0.86746496,-1.0677874,CD11bhi Monocyte
-0.29735532,-0.23687333,-0.54457104,2.729162,0.4500853,-0.5196018,1.3569225,1.1496948,2.2518907,1.2141601,1.1261898,0.5615019,-1.000536,CD11bhi Monocyte
0.2144172,-0.9338798,-0.2454489,1.4848329,0.68634886,-0.30269864,-0.8230512,-0.7889555,2.687502,0.7139625,1.5054615,1.5765568,-2.2423196,CD11bhi Monocyte
-0.2574343,-1.1060169,-0.56250095,2.3984284,-0.12949951,-0.17355976,1.1452184,-0.72427225,2.396024,1.4657423,1.0475335,-0.62905204,-2.4186966,CD11bhi Monocyte
0.005717111,-1.1139798,-0.1930378,1.9327037,0.5945328,-0.71227366,-0.31499696,-0.5350909,2.312238,-0.63906235,0.49171248,1.7887313,-1.8507347,CD11bhi Monocyte
0.43041143,-1.2895654,-0.27459985,2.6632392,0.18427852,-0.118296646,-0.13801432,0.15037984,2.2624984,-0.09259232,1.0422783,2.0170543,-1.7729335,CD11bhi Monocyte
-0.23660545,-0.023886163,-0.5856675,2.1319668,0.19439667,-0.02514082,1.0432369,-0.3102644,2.1506672,2.9712877,0.96582335,-0.28571612,-2.0598752,CD11bhi Monocyte
-0.22147189,-0.57210004,-0.5108499,1.8123826,0.015303958,-0.9038291,2.06761,-0.7217972,2.6347346,-0.14029148,1.4914984,0.44453162,-2.2836773,CD11bhi Monocyte
0.5778444,-0.51407236,-0.56888163,2.4109166,0.6996096,-0.7372469,-0.79508084,-1.2785203,2.3733473,2.3701959,0.93251216,1.5873246,-2.0552857,CD11bhi Monocyte
-0.36062124,-0.98841184,-0.8675215,2.2168512,-0.7747117,-0.18700968,0.16488305,-0.24009895,2.599589,0.50763744,1.193349,0.3863496,-1.9510329,CD11bhi Monocyte
0.8439104,-0.27020347,-0.3168567,2.19217,0.7653344,0.28462052,-0.7999618,-1.3144827,2.45904,0.8823488,0.6971921,-0.97577375,-2.1389592,CD11bhi Monocyte
0.29381227,-0.6815623,-0.6791953,2.0014017,0.39061555,0.07863806,2.0615861,-0.92131674,2.3018315,1.9837898,0.80655223,2.2609718,-2.1002371,CD11bhi Monocyte
0.34052178,-0.09262384,-0.7741953,2.088516,0.5713549,-0.5360299,-0.78457904,-0.74480104,2.2681055,0.4123333,0.909978,0.6268756,-1.2369903,CD11bhi Monocyte
0.015981754,-0.90669143,-0.23806794,2.0222116,0.18293338,0.14339481,-0.75196654,-0.7989006,2.3596265,1.4292251,1.0463333,0.7150591,-1.3947974,CD11bhi Monocyte
-0.544583,-1.2120985,-0.5691944,2.714229,0.20016573,-0.38447934,2.4660172,-0.78698736,2.0914798,-0.41666868,0.5632005,-0.77010924,-0.6024334,CD11bhi Monocyte
-0.004305281,-1.3668001,-1.1283787,1.3486819,0.7881719,-1.0681936,-0.80436635,-0.5538394,2.1868327,1.5863748,0.81171197,1.8911241,-1.4028369,CD11bhi Monocyte
0.48321274,-1.1859134,-0.61501855,2.5298867,0.6591872,-0.78831357,0.72298175,-0.7810332,2.312377,1.292283,0.15242015,-0.43777034,-2.0928724,CD11bhi Monocyte
0.9220021,-1.6839666,-0.6151577,3.0808997,0.37146354,-0.14396997,2.889162,-0.79217494,2.666757,3.1470468,1.2164193,-0.9125657,-2.2466357,CD11bhi Monocyte
0.02700045,-0.40467313,-0.5975209,1.839669,0.64106876,-0.5753117,0.9389449,-0.7601082,2.309756,1.8125434,1.0724897,1.4546947,-1.6581858,CD11bhi Monocyte
0.67834467,-1.2502462,-0.5276277,2.6911554,0.5829199,-0.548569,-0.32143003,-0.8623701,2.778446,1.8067888,0.54407483,1.6369385,-0.78227794,CD11bhi Monocyte
-0.7954901,-0.565608,-0.5311086,2.0229871,-0.80202734,-0.43773013,0.20534377,-0.8054355,2.096555,-0.5023771,0.628765,-0.039648063,-0.7359621,CD11bhi Monocyte
0.45364848,-1.9435387,-0.58772385,1.6289605,0.72527343,-0.5699011,-0.17704377,-0.7462012,2.1606472,1.5614611,0.40203524,0.93446136,-1.5462482,CD11bhi Monocyte
0.23228104,0.1974415,-0.49375308,2.5777419,0.44544306,0.37436962,0.41308403,-0.5393732,2.589818,2.238787,1.1842303,1.9561381,-0.9017353,CD11bhi Monocyte
0.018299865,-0.09071479,-0.5594245,1.5403551,1.1154609,-0.7393954,1.1228769,0.7285936,2.4643848,1.4503322,1.2099775,-0.83121705,-0.6685445,CD11bhi Monocyte
0.16933656,-1.6536579,-0.47954437,2.6346703,0.5058146,-0.8249272,0.7302239,-0.736462,2.6100209,-0.10054833,0.8564681,0.98363763,-0.9905995,CD11bhi Monocyte
-0.07744343,-1.4364223,-0.6209194,2.4469407,-0.090381436,-0.94800436,1.5956272,-0.7095766,2.2881763,0.51580757,0.37275878,0.40264457,-1.3741585,CD11bhi Monocyte
-0.3432753,-1.519053,0.39427963,2.301578,-0.18842386,-0.9383677,-0.693439,-0.67572075,2.120487,0.885943,0.8143092,-0.87507975,-0.88668215,CD11bhi Monocyte
0.8341159,-0.31320688,0.5579882,1.7904844,1.0807524,-0.30297488,0.6440332,0.42569622,2.578187,1.931018,1.1798422,1.1278807,-1.0320132,CD11bhi Monocyte
0.3024262,-0.29898804,0.3289745,2.029756,0.04508628,0.043771565,1.9899858,-0.767684,2.6648593,-0.33319154,1.2838658,0.5744642,-0.57060105,CD11bhi Monocyte
0.021649078,-1.3524901,-0.55790854,1.9856637,0.6072122,-0.5967478,0.5273017,-0.29528457,2.1706517,1.4433595,0.72674876,-0.46016937,-1.4068512,CD11bhi Monocyte
0.84222007,-1.2301973,0.51936346,2.5178814,0.6089067,1.0874718,2.6439555,0.63746053,2.087128,0.6632927,0.9017439,3.319154,-0.71750146,CD11bhi Monocyte
0.5266515,-1.2316971,0.020846372,1.9490565,-0.8058622,-0.76516527,1.0337068,-0.23622626,2.4322848,2.1892598,0.7606232,-0.43320885,-1.1851627,CD11bhi Monocyte
-0.7374971,-0.60534143,-0.20722161,3.1176307,-0.52872247,-0.33640918,-0.7255389,-0.2402821,1.9943916,0.5318795,0.544738,1.2998344,-1.2841756,CD11bhi Monocyte
-0.048618216,-0.5464155,-0.29554665,2.2421932,-0.18562096,-0.9401348,-0.6761669,1.3146123,2.2246041,0.26957625,0.43622017,-0.07905234,-0.7118384,CD11bhi Monocyte
-1.0612131,-2.112623,-0.60330254,1.5628995,-1.1970267,-0.8966112,-0.40180293,-0.05256833,2.3896585,-0.8135252,1.7788271,0.73495054,-0.7731954,CD11bhi Monocyte
0.20833498,-0.45359012,-0.8351425,1.8126653,0.39785543,-1.0732342,-0.89179903,-0.7051445,2.0899048,1.0385896,0.8100594,-0.87410736,-0.66192406,CD11bhi Monocyte
-0.12858991,-1.4068428,-0.8563047,1.6714841,-0.8686113,-1.0617164,-1.1692241,-0.68341774,2.3452106,1.3380247,0.8352592,0.61606807,-1.4154012,CD11bhi Monocyte
-0.5174488,-0.9821141,-0.63755107,2.354148,0.2426801,-0.98893934,-0.87339205,-0.6991452,2.5226476,1.0258974,1.3190678,-0.2735659,-1.1141508,CD11bhi Monocyte
0.038210217,-1.6220642,-0.5459172,2.1634839,-0.5945705,-1.1248591,1.3279659,-0.18332596,2.297082,1.4552703,0.6985602,0.25541288,-1.1543046,CD11bhi Monocyte
-0.7060058,-1.6968607,-0.504349,2.0929883,0.3681281,-1.068001,-0.73191303,-0.46977067,1.6466908,-0.5695167,0.26057002,-0.21363345,-1.1134733,CD11bhi Monocyte
-1.6481735,-1.5481292,-0.7927276,1.8622705,-0.01697137,-1.0636029,0.9607254,-0.80463874,2.0522673,-0.09034371,0.8341148,-0.9516876,-0.7532646,CD11bhi Monocyte
-1.1519282,-1.3733109,-0.54011977,1.4610429,-0.47354522,-0.40011668,1.1286827,0.9697478,2.1020846,1.0853623,1.09313,0.3879277,-0.5420403,CD11bhi Monocyte
-0.16851503,-0.79654163,0.24188584,2.2961564,0.68501645,-0.4647859,-0.37496164,-0.27946252,2.1427433,1.0791205,0.8191484,-0.605885,-0.7846484,CD11bhi Monocyte
0.5071424,1.0731001,-0.6122339,1.9338665,0.5469633,-0.958257,0.6025048,-0.8123173,2.042461,2.2582715,1.5705934,0.34010607,-1.657445,CD11bhi Monocyte
-0.15610355,-1.5290338,-0.66885316,2.1037595,-0.35575044,-0.53387994,1.2909462,-0.8156026,2.5347097,2.0381691,1.1776332,-0.26865005,-0.6974596,CD11bhi Monocyte
-0.37984714,-1.1922175,-0.63214505,2.4342093,-0.24758099,-0.8356772,-0.7227078,-0.78857124,2.2833405,0.14862481,0.74359703,0.8939802,-1.4543085,CD11bhi Monocyte
0.19459693,-1.213475,-0.5047227,1.9526297,-0.031825345,-0.26054695,-0.08184684,-0.8496371,2.3661613,0.7544329,0.88337,0.99264526,-1.0456773,CD11bhi Monocyte
-0.28950638,-0.48634857,-0.6984972,2.427436,-0.35167196,-0.92258114,-0.24012679,-0.39119428,2.357559,1.6989807,0.55065113,0.15603715,-1.6091316,CD11bhi Monocyte
0.15906373,-0.72168547,-0.4927477,2.9607875,0.19351551,-0.9225114,2.5493917,-0.7727912,2.6605248,1.5427281,0.8851392,0.43179303,-0.60877156,CD11bhi Monocyte
-1.2354445,-0.44248116,-0.5422003,1.8544493,0.028879613,-0.10531249,1.1881303,-0.26855117,2.3469658,0.25226244,1.251118,2.4606833,-1.5812658,CD11bhi Monocyte
0.40579116,-0.37419492,-0.52379745,2.0393345,-0.25477636,-0.7084856,-0.2507303,-0.78316003,2.3326123,0.10748,0.049813244,1.744313,-0.65414,CD11bhi Monocyte
-0.09270528,-0.67184687,-0.5300253,2.9045444,-0.38892514,-0.71796286,-0.686721,-0.73900783,2.3467855,-0.23445614,0.17575115,-0.8627215,-0.65456295,CD11bhi Monocyte
0.7472957,-0.14416826,-0.4962529,2.454309,0.083962396,-0.7539393,0.48766133,-0.20521162,2.7415028,1.629531,1.1438688,1.3586272,-1.0374049,CD11bhi Monocyte
0.4563569,-0.41236567,-0.7052972,2.0686054,-0.20155555,-1.076365,-0.00018063893,1.073979,2.6655648,1.7571557,1.3124194,-0.25292888,-1.6883599,CD11bhi Monocyte
0.6601219,0.016634168,-0.56067395,2.4376366,0.8879738,-0.88810086,-0.7179544,-0.83875924,2.5050952,1.1077578,0.5299062,-0.43120238,-1.3117783,CD11bhi Monocyte
0.06811157,-1.0744264,-0.029413074,2.489314,0.5335386,-0.9493623,0.7850242,-0.48705018,2.2958002,2.0248866,0.86922896,1.159524,-1.1631253,CD11bhi Monocyte
0.12371274,-0.4272445,0.51095265,2.3386412,-0.5982202,-0.9238128,-0.65075165,-0.11881698,2.3424742,1.5378497,0.8193801,0.65867275,-1.9470958,CD11bhi Monocyte
0.5050666,-1.4522299,-0.512234,2.8232253,0.58328205,-0.82327765,-0.455787,0.28132063,2.4772222,0.62535536,1.0296524,-0.05195496,-1.730266,CD11bhi Monocyte
-0.21669373,-1.1866049,-0.49445853,2.378386,0.5630085,-0.92918456,0.1623793,-0.9386776,2.3405325,0.72909945,1.379909,-0.8427177,-1.560989,CD11bhi Monocyte
1.1622474,-0.08799998,-0.51352006,2.8494663,0.92374516,-0.30055058,-0.25436476,0.7497098,2.410753,3.7705112,0.2702274,-0.2069581,-0.6473456,CD11bhi Monocyte
0.36926988,-0.38424376,-0.5927312,2.6802905,-0.2860112,-0.91972685,1.5091368,-0.724567,2.635823,1.2079167,1.1259916,0.74096626,-1.4132122,CD11bhi Monocyte
0.051613893,-0.48886603,-0.26738238,2.7534924,-0.29207134,-0.19523059,-0.31003037,0.117152564,2.572467,1.5366967,1.0043721,0.818909,-0.70998555,CD11bhi Monocyte
0.7201116,-0.56547827,-0.48307198,1.4483126,0.71218264,-0.17899987,-0.79532707,-0.21284628,2.360972,0.8705752,0.57250684,1.6717169,-1.0394044,CD11bhi Monocyte
0.40067455,-0.81371737,-0.57187605,2.1112976,0.29948848,-0.20602646,-0.768162,-0.75367665,2.2717338,1.4568162,0.09813948,-0.061761554,-1.1240472,CD11bhi Monocyte
0.24408245,-0.12344226,0.44695145,2.696805,1.0661576,0.40283924,-0.29975602,-0.48373488,2.23363,2.0249507,1.3234578,0.36917782,-0.65541464,CD11bhi Monocyte
-0.5813537,-1.1689872,-0.011649793,1.6317823,0.27229428,-0.77741,0.08456487,-0.23215681,2.0366976,1.0057808,1.3368808,1.3670487,-0.5352015,CD11bhi Monocyte
-0.84552395,-1.584757,-0.19763382,1.8608377,-0.1406579,-0.37826464,-0.8121196,-0.70394367,1.9497745,0.69529045,0.42558745,1.1757181,-0.8857188,CD11bhi Monocyte
0.45766577,-0.52962136,-0.6560514,1.5168104,0.3319703,-0.5823242,-0.6860016,0.45589426,2.2954772,1.4670274,1.1651509,0.28210044,-1.3003888,CD11bhi Monocyte
0.49790478,-0.90363145,-0.1924486,2.0172572,0.25418434,-0.8577159,0.14733328,-0.26764983,2.3461401,1.3674349,0.70342135,0.3824619,-0.59124345,CD11bhi Monocyte
0.6780581,0.53053635,-0.15540017,2.9120436,0.90091234,0.8622053,-0.3730843,0.32272914,2.6049893,1.1654732,0.66323143,1.383589,-0.6410686,CD11bhi Monocyte
0.21922949,-0.5122852,-0.52471584,2.685843,0.91684556,-0.020480085,-0.7738517,-0.6864238,2.5357509,2.5125132,0.95363826,0.99664134,-1.3783475,CD11bhi Monocyte
-0.04830363,-1.027416,-0.6117762,2.1110578,0.664935,-1.1049021,1.9253147,-0.14993167,2.3021798,1.7503029,0.75743425,0.51332027,-1.1499895,CD11bhi Monocyte
0.5851884,0.17937323,0.5179384,2.909708,1.0692734,-0.42869198,-0.09587195,-1.147748,2.5009,2.3708615,1.1893983,-0.09655391,-1.2338122,CD11bhi Monocyte
0.44728786,-1.4935997,-0.502117,3.1057289,0.8614156,-0.6052288,1.0634061,-0.9902984,2.5029857,1.6004672,0.97253525,0.9533696,-1.6645254,CD11bhi Monocyte
-0.22596958,-1.2335966,-0.5112187,2.1613903,-0.2719689,-0.9451493,-0.6850235,-0.16585004,2.2351289,0.7966725,0.69207853,1.4062911,-0.6980244,CD11bhi Monocyte
0.1854248,-1.0520341,-0.51768595,1.617668,0.62252724,-0.9376786,2.0170398,0.17458865,2.5224326,0.5078027,0.8370972,-0.99640054,-1.0525533,CD11bhi Monocyte
0.45318106,-0.321214,-0.52371174,2.588442,0.6252919,-0.85155624,2.0823114,-0.7705832,2.2560775,-0.23624,1.2208618,1.5028396,-1.4394746,CD11bhi Monocyte
-0.6594338,-0.7157289,-0.6008198,2.072866,0.011503757,-0.9274678,-0.6395337,-0.4747001,1.9729443,1.4834332,0.31945717,-0.26727802,-0.5840535,CD11bhi Monocyte
0.32524288,-1.3111069,-0.4778476,2.7633572,0.49548733,-0.9433808,-0.6613017,0.9396955,2.2114782,0.67597544,0.50733197,0.6150199,-1.2355766,CD11bhi Monocyte
0.5099614,-0.25621557,0.6182902,2.5012662,0.49448052,-0.9358565,-0.28744808,0.8851852,2.5021083,2.1064682,0.6924134,1.0085285,-1.7731998,CD11bhi Monocyte
1.0636053,0.84327275,-0.11365313,2.5021584,0.12573972,1.2839103,0.47659296,-0.31657067,2.5725996,1.7284424,0.87712246,0.74986494,-0.77610075,CD11bhi Monocyte
0.33249813,-0.43486103,-0.2551643,2.1624742,-0.19395353,-0.41844895,0.5089143,-0.28421414,2.1927729,-0.099080816,1.0909425,1.5912884,-0.62490433,CD11bhi Monocyte
-0.7391168,-1.4977962,0.084896125,2.2019575,0.46129414,-1.1198803,1.564683,-0.8027068,1.9836205,2.4569151,0.682815,0.4007974,-1.7106028,CD11bhi Monocyte
